36,,ΑΜΕΣΗ,Σημειώνεται με Χ το αντίστοιχο εικονίδιο,,,,,,,,"ΜΠΟΡΕΙ ΝΑ ΕΊΝΑΙ ΕΝΕΡΓΑ ΚΑΙ ΤΑ ΔΥΟ ΕΙΚΟΝΙΔΙΑ ""ΑΜΕΣΗ"" ΚΑΙ ""ΕΜΜΕΣΗ"" ΣΥΜΒΟΛΗ",,,,,
37,,"Εάν είναι άμεση, εξηγήστε:",Καταγράφεται σε τι συνίσταται η άμεση συμβολή του προτεινόμενου πληροφοριακού συστήματος για την εφαρμογή των στόχων της αξιολογούμενης ρύθμισης,,,,,,,,,,,,,
38,,ΕΜΜΕΣΗ,Σημειώνεται με Χ το αντίστοιχο εικονίδιο,,,,,,,,,,,,,
39,,"Εάν είναι έμμεση, εξηγήστε:",Καταγράφεται σε τι συνίσταται η έμμεση συμβολή του προτεινόμενου πληροφοριακού συστήματος για την εφαρμογή των στόχων της αξιολογούμενης ρύθμισης,,,,,,,,,,,,,
40,,11. Το προβλεπόμενο πληροφοριακό σύστημα είναι συμβατό με την εκάστοτε ψηφιακή στρατηγική της χώρας (Βίβλος Ψηφιακού Μετασχηματισμού),,Σημειώνεται με Χ το αντίστοιχο εικονίδιο  (ναι ή όχι ) ,,,,,,,,,,,,ΣΕ ΠΕΡΙΠΤΩΣΗ ΠΟΥ ΔΕΝ ΣΥΜΠΛΗΡΩΘΕΊ ΤΟ ΠΕΔΙΟ 10 ΤΟΤΕ ΠΕΔΙΑ 11-13 ΜΕΝΟΥΝ ΑΝΕΝΕΡΓΑ
41,,Εξηγήστε,"Σε περίπτωση θετικής απάντησης, να γίνει αναφορά στο κεφάλαιο της Βίβλου Ψηφιακού Μετασχηματισμού που περιγράφει την εν λόγω ανάγκη.
Σε αντίθετη περίπτωση (μη συμβατότητας), απαιτείται ειδική αιτιολογία.",,,,,,,,,,,,,
42,,12. Διασφαλίζεται η διαλειτουργικότητα του εν λόγω πληροφοριακού συστήματος με άλλα υφιστάμενα συστήματα,,Σημειώνεται με Χ το αντίστοιχο εικονίδιο  (ναι ή όχι ) ,,,,,,,,,,,,
43,,Αναφέρατε ποια είναι αυτά τα συστήματα:,Στην περίπτωση θετικής απάντησης να τεκμηριωθεί ότι το προβλεπόμενο πληροφοριακό σύστημα λαμβάνει υπόψη το υφιστάμενο ψηφιακό περιβάλλον και συνδέεται με αυτό. Σε αντίθετη περίπτωση (έλλειψη διαλειτουργικότητας) απαιτείται να παρασχεθεί ειδική αιτιολογία,,,,,,,,,,,,,
44,,13. Έχει προηγηθεί μελέτη βιωσιμότητας του προβλεπόμενου πληροφοριακού συστήματος,,Επιλέγεται με Χ το αντίστοιχο εικονίδιο  (ναι ή όχι ) ,,,,,,,,,,,,
45,,Εξηγήστε,"Στην περίπτωση ειδικής έκθεσης, να γίνει αναφορά στον τίτλο της και να περιγραφεί συνοπτικά το περιεχόμενό της. Σε αντίθετη περίπτωση (έλλειψη μελέτης) απαιτείται να καταγραφούν οι αντίστοιχες πληροφορίες που θα τεκμηριώνουν ότι δεν υπάρχουν εμπόδια στην εφαρμογή και βιωσιμότητα του συστήματος.",,,,,,,,,,,,,
46,,14.Σύνοψη στόχων κάθε άρθρου,Επεξηγούνται οι επιδιωκόμενοι στόχοι κάθε άρθρου.,,,,,,,,,,,,,
47,,Άρθρο,Αναγράφεται ο αριθμός του κάθε άρθρου.,,,,,,,,,,,,,
48,,Στόχος,Αποφεύγεται η απλή επανάληψη του περιεχομένου του κάθε άρθρου με άλλες λέξεις.,,,,,,,,,,,,,
,,Β. Έκθεση του άρθρου 75 παρ. 1 ή 2 του Συντάγματος,,,,,,,,,,,,,,
49,,Απαιτείται η Έκθεση του Γενικού Λογιστηρίου του Κράτους,"Επιλέγεται το εικονίδιο, όταν έχει ολοκληρωθεί η σύνταξη της Ανάλυσης προκειμένου να ενημερωθεί το ΓΛΚ και να συμπληρώσει τα σχετικά πεδία.",,,,,,,,,,,,,
50,,Στο σχέδιο νόμου του Υπουργείου Στο σχέδιο νόμου ή στην τροπολογία επί του σχεδίου νόμου,Αναγράφεται ο τίτλος του σχεδίου νόμου,,,,,,,,,,,,,
51,,ή επί τροπολογίας στο σχέδιο νόμου του Υπουργείου του Υπουργείου,Αναγράφεται το Υπουργείο,,,,,,,,,,,,,
52,,15.Συνοπτική ανάλυση των άρθρων της αξιολογούμενης ρύθμισης,Σύντομη ανάλυση προκειμένου να αιτιολογηθούν τα ποσά που προβλέπονται για κάθε άρθρο,,,,,,,,,,,,,
,,16. Οικονομικά αποτελέσματα επί του Κρατικού Προϋπολογισμού ή/και επί του προϋπολογισμού του/των αρμόδιου/ων φορέα/ων ,"Θα πρέπει να περιορισθεί το φαινόμενο εκθέσεων που αναφέρουν ότι δεν μπορεί να προσδιορισθεί το κόστος.  Ακόμη και εάν δεν υπάρχουν βεβαιωμένα στοιχεία, κρίνεται σκόπιμο να παρατίθενται τυχόν προβλέψεις (π.χ.  για τον αριθμό των δικαιούχων ενός ωφελήματος) και εν ανάγκη να γίνονται ορισμένες υποθετικές παραδοχές.",,,,,,,,,,,,,
53,,Επί του Κρατικού Προϋπολογισμού,,,,,,,,,,,,,,
54,,Επί του Προϋπολογισμού του/των αρμόδιου/ων φορέα/ων,,,,,,,,,,,,,,
55,,Ο/Η ΥΠΟΓΡΑΦΩΝ ΓΕΝΙΚΟΣ ΔΙΕΥΘΥΝΤΗΣ Ο/Η ΥΠΟΓΡΑΦΩΝ/ΟΥΣΑ ΓΕΝΙΚΟΣ/Η ΔΙΕΥΘΥΝΤΗΣ/ΡΙΑ (Όνομα Επώνυμο Ιδιότητα),,,,,,,,,,,,,,
,,Γ. Έκθεση του άρθρου 75 παρ. 3 του Συντάγματος,,,,,,,,,,,,,,
56,,Στο σχέδιο νόμου του Υπουργείου Στο σχέδιο νόμου ή στην τροπολογία επί του σχεδίου νόμου,Αναγράφεται ο τίτλος του σχεδίου νόμου,,,,,,,,,,,,,
57,,ή επί τροπολογίας στο σχέδιο νόμου του Υπουργείου του Υπουργείου,Αναγράφεται το Υπουργείο,,,,,,,,,,,,,
58,,17.Οικονομικά αποτελέσματα:,"Αναγράφονται -με τη μεγαλύτερη δυνατή σαφήνεια- οι εκτιμώμενες δαπάνες ή ελάττωση εσόδων και ο τρόπος κάλυψής τους, χωρίς γενικότητες.
Σε περίπτωση που η αξιολογούμενη ρύθμιση αφορά σε συντάξεις είναι αναγκαίο να αναγράφεται εάν έχει προηγηθεί αναλογιστική μελέτη και σε θετική περίπτωση να επισυνάπτεται.
",,,,,,,,,,,,,
59,,"ΟΙ ΥΠΟΓΡΑΦΟΝΤΕΣ ΥΠΟΥΡΓΟΙ (Όνομα, Επώνυμο, Ιδιότητα)",,,,,,,,,,,,,,
,,Δ. Έκθεση γενικών συνεπειών,,,,,,,,,,,,,,
,,18. Οφέλη αξιολογούμενης ρύθμισης,Σημειώνεται/νονται με Χ μόνο η στήλη ή οι στήλες που αντιστοιχεί/ούν στο συγκεκριμένο όφελος ανάλογα με τη θεματική στην οποία αφορά.,,,,,,,,,,,,,
,,ΟΦΕΛΗ ΡΥΘΜΙΣΗΣ,"Στην έννοια του οφέλους περιλαμβάνονται τα οφέλη που μπορούν να αποτιμηθούν σε χρήμα (π.χ. αύξηση κρατικών εσόδων ή μείωση δαπανών ή βελτίωση του εισοδήματος του πληθυσμού ή πληθυσμιακών ομάδων), αλλά και όσα δεν αποτιμώνται χρηματικά (π.χ. η παροχή βελτιωμένων υπηρεσιών προς τους πολίτες και τις επιχειρήσεις, η ταχύτερη λειτουργία των δημοσίων υπηρεσιών, η βελτίωση της ποιότητας ζωής των πολιτών)",,,,,,,,,,,,,
60,,"ΘΕΣΜΟΙ, ΔΗΜΟΣΙΑ ΔΙΟΙΚΗΣΗ, ΔΙΑΦΑΝΕΙΑ",,,,,,,,,,,,,,
61,,"ΑΓΟΡΑ, ΟΙΚΟΝΟΜΙΑ, ΑΝΤΑΓΩΝΙΣΜΟΣ",,,,,,,,,,,,,,
62,,ΚΟΙΝΩΝΙΑ & ΚΟΙΝΩΝΙΚΕΣ ΟΜΑΔΕΣ,,,,,,,,,,,,,,
63,,"ΦΥΣΙΚΟ, ΑΣΤΙΚΟ ΚΑΙ ΠΟΛΙΤΙΣΤΙΚΟ ΠΕΡΙΒΑΛΛΟΝ",,,,,,,,,,,,,,
64,,ΝΗΣΙΩΤΙΚΟΤΗΤΑ,,,,,,,,,,,,,,
65,,Αύξηση εσόδων,,,,,,,,,,,,,,
66,,Μείωση δαπανών,,,,,,,,,,,,,,
67,,Εξοικονόμηση χρόνου,,,,,,,,,,,,,,
68,,Μεγαλύτερη αποδοτικότητα,,,,,,,,,,,,,,
69,,Άλλο,,,,,,,,,,,,,,
70,,Βελτίωση παρεχόμενων υπηρεσιών,,,,,,,,,,,,,,
71,,Δίκαιη μεταχείριση πολιτών,,,,,,,,,,,,,,
72,,Αυξημένη αξιοπιστία / διαφάνεια θεσμών,,,,,,,,,,,,,,
73,,Βελτιωμένη διαχείριση κινδύνων,,,,,,,,,,,,,,
74,,Άλλο,,,,,,,,,,,,,,
75,,Σχολιασμός / ποιοτική αποτίμηση:,"Μόνο για τα σημεία εκείνα που επιλέχθηκαν, να γίνει μία ποιοτική αποτίμηση όσον αφορά στα οφέλη της αξιολογούμενης ρύθμισης σε σχέση με τη θεματική",,,,,,,,,,,,,
,,19. Κόστος αξιολογούμενης ρύθμισης,Σημειώνεται/νονται με Χ μόνο η στήλη ή οι στήλες που αντιστοιχεί/ούν στο συγκεκριμένο κόστος ανάλογα με τη θεματική στην οποία αφορά.,,,,,,,,,,,,,
,,ΚΟΣΤΟΣ ΡΥΘΜΙΣΗΣ,"Στην έννοια του κόστους δεν περιλαμβάνεται η ποσοτική αποτίμηση του δημοσιονομικού κόστους (για το οποίο συντάσσεται ειδικά η έκθεση του ΓΛΚ), αλλά ο εντοπισμός των παραγόντων που θα το προκαλέσουν, καθώς και η αναφορά του μη αποτιμητού σε χρήμα κόστους (π.χ. επιβάρυνση δημοσίων υπηρεσιών, των δικαστηρίων και των ελεγκτικών μηχανισμών, συνέπειες στην οικονομία εν γένει)",,,,,,,,,,,,,
76,,Σχεδιασμός / προετοιμασία,,,,,,,,,,,,,,
77,,Υποδομή / εξοπλισμός,,,,,,,,,,,,,,
78,,Προσλήψεις / κινητικότητα,,,,,,,,,,,,,,
79,,Ενημέρωση εκπαίδευση εμπλεκομένων,,,,,,,,,,,,,,
80,,Άλλο,,,,,,,,,,,,,,
81,,Στήριξη και λειτουργία διαχείρισης,,,,,,,,,,,,,,
82,,Διαχείριση αλλαγών κατά την εκτέλεση,,,,,,,,,,,,,,
83,,Κόστος συμμετοχής στη νέα ρύθμιση,,,,,,,,,,,,,,
84,,Άλλο,,,,,,,,,,,,,,
85,,Σχολιασμός / ποιοτική αποτίμηση:,"Μόνο για τα σημεία εκείνα που επιλέχθηκαν, να γίνει μία ποιοτική αποτίμηση ως προς τον προσδιορισμό της σχέσης «κόστους – αποτελεσματικότητας», «κόστους- χρησιμότητας» και «κόστους – κοινωνικού οφέλους»",,,,,,,,,,,,,
,,20. Κίνδυνοι αξιολογούμενης ρύθμισης,Σημειώνεται/νονται με Χ μόνο η στήλη ή οι στήλες που αντιστοιχεί/ούν στον συγκεκριμένο κίνδυνο ανάλογα με τη θεματική στην οποία αφορά.,,,,,,,,,,,,,
,,ΚΙΝΔΥΝΟΙ ΡΥΘΜΙΣΗΣ,"Ο κίνδυνος αποτελεί μία αβέβαιη παράμετρο μιας ρύθμισης γι’ αυτό στο πεδίο αυτό έχει σημασία, πέραν της επισήμανσης τυχόν κινδύνων (π.χ. πιθανότητα καθυστέρησης εφαρμογής της ρύθμισης λόγω δικαστικών εμπλοκών), να αναδειχθούν -εάν προβλέπονται- μηχανισμοί ή διαδικασίες για την έγκαιρη αντιμετώπισή /περιορισμό / αποτροπή τους.",,,,,,,,,,,,,
86,,Αναγνώριση / εντοπισμός κινδύνου,,,,,,,,,,,,,,
87,,Διαπίστωση συνεπειών κινδύνων στους στόχους,,,,,,,,,,,,,,
88,,Σχεδιασμός αποτροπής / αντιστάθμισης κινδύνων,,,,,,,,,,,,,,
89,,Άλλο,,,,,,,,,,,,,,
90,,Πιλοτική εφαρμογή,,,,,,,,,,,,,,
91,,Ανάδειξη καλών πρακτικών κατά την υλοποίηση της ρύθμισης,,,,,,,,,,,,,,
92,,Συνεχής αξιολόγηση διαδικασιών διαχείρισης κινδύνων,,,,,,,,,,,,,,
93,,Άλλο,,,,,,,,,,,,,,
94,,Σχολιασμός / ποιοτική αποτίμηση:,"Μόνο για τα σημεία εκείνα που επιλέχθηκαν, να γίνει μία ποιοτική αποτίμηση του/των κινδύνου/νων και του τρόπου αντιμετώπισής του/ς.",,,,,,,,,,,,,
95,,21.Γνώμες ή πορίσματα αρμόδιων υπηρεσιών και ανεξάρτητων αρχών (ηλεκτρονική επισύναψη).,"Συμπληρώνεται μόνο εάν συντρέχει τέτοια περίπτωση και αναφέρονται ποιοι είναι αυτοί οι φορείς, αλλά και επισυνάπτεται η Γνώμη ή το κείμενο απόψεων που υποβλήθηκε.
",,,,,,,,,,,,,
96,,Ειδική αιτιολογία σε περίπτωση σημαντικής απόκλισης μεταξύ της γνωμοδότησης και της αξιολογούμενης ρύθμισης.,Αιτιολογείται η τυχόν σημαντική απόκλιση μεταξύ της γνωμοδότησης και της αξιολογούμενης ρύθμισης,,,,,,,,,,,,,
,,Ε. Έκθεση διαβούλευσης,,,,,,,,,,,,,,
,,22. Διαβούλευση κατά τη διάρκεια της νομοπαρασκευαστικής διαδικασίας από την έναρξη κατάρτισης της αξιολογούμενης ρύθμισης μέχρι την υπογραφή από τους συναρμόδιους Υπουργούς,Περιγράφεται συνοπτικά η διαβούλευση κατά τη νομοπαρασκευαστική διαδικασία και ακολούθως σημειώνεται με Χ το αντίστοιχο εικονίδιο,,,,,,,,,,,,,
97,,Συνεργασία με άλλα υπουργεία / υπηρεσίες,Αναφέρονται τα υπουργεία/υπηρεσίες (εάν συντρέχει τέτοια περίπτωση),,,,,,,,,,,,,
98,,Συνεργασία με κοινωνικούς φορείς / Ανεξάρτητες Αρχές,Αναφέρονται οι κοινωνικοί φορείς / Ανεξάρτητες Αρχές (εάν συντρέχει τέτοια περίπτωση),,,,,,,,,,,,,
99,,Διεθνής διαβούλευση,Αναφέρονται οι ευρωπαϊκοί και διεθνείς φορείς και οι αντίστοιχοι φορείς άλλων κρατών (εάν συντρέχει τέτοια περίπτωση),,,,,,,,,,,,,
100,,23.Σχόλια στο πλαίσιο της διαβούλευσης μέσω της ηλεκτρονικής πλατφόρμας www.opengov.gr (ηλεκτρονική επισύναψη της έκθεσης).,Παρατίθενται συνοπτικά και ομαδοποιημένα (αν είναι μεγάλος ο αριθμός τους για κάποια ζητήματα) τα σχόλια που έγιναν και ο αριθμός των συμμετασχόντων στη συγκεκριμένη μορφή διαβούλευσης,,,,,,,,,,,,,
101,,Επί των γενικών αρχών («επί της αρχής») της αξιολογούμενης ρύθμιση,,,,,,,,,,,,,,
102,,Αριθμός συμμετασχόντων,Καταγράφεται ο αριθμός συμμετασχόντων επί των γενικών αρχών της αξιολογούμενης ρύθμισης,,,,,,,,,,,,,
103,,Σχόλια που υιοθετήθηκαν,Αναφέρονται τα άρθρα που οριστικοποιήθηκαν με την αποδοχή σχολίων,,,,,,,,,,,,,
104,,Σχόλια που δεν υιοθετήθηκαν (συμπεριλαμβανομένης επαρκούς αιτιολόγησης),Αναφέρονται τα σχόλια που δεν έγιναν αποδεκτά και δίνεται σχετική επεξήγηση,,,,,,,,,,,,,
105,,Επί των άρθρων της αξιολογούμενης ρύθμισης,,,,,,,,,,,,,,
106,,Αριθμός συμμετασχόντων,Καταγράφεται ο αριθμός συμμετασχόντων επί των άρθρων της αξιολογούμενης ρύθμισης,,,,,,,,,,,,,
107,,Σχόλια που υιοθετήθηκαν,Αναφέρονται τα άρθρα που οριστικοποιήθηκαν με την αποδοχή σχολίων,,,,,,,,,,,,,
108,,Σχόλια που δεν υιοθετήθηκαν (συμπεριλαμβανομένης επαρκούς αιτιολόγησης),Αναφέρονται τα σχόλια που δεν έγιναν αποδεκτά και δίνεται σχετική επεξήγηση,,,,,,,,,,,,,
109,,Στ. Έκθεση νομιμότητας,,,,,,,,,,,,,,
110,,24.Συναφείς συνταγματικές διατάξεις,Αναφέρονται οι συνταγματικές διατάξεις που άμεσα ή έμμεσα σχετίζονται με το αντικείμενο της προτεινόμενης ρύθμισης,,,,,,,,,,,,,
,,25. Ενωσιακό δίκαιο,"Σημειώνεται με Χ το αντίστοιχο εικονίδιο και αναφέρονται οι συναφείς δεσμευτικές πράξεις του δικαίου της ΕΕ που διαμορφώνουν το πλαίσιο, εντός του οποίου οφείλει να κινηθεί η αξιολογούμενη ρύθμιση.
",,,,,,,,,,,,,
111,,Πρωτογενές ενωσιακό δίκαιο (συμπεριλαμβανομένου του Χάρτη Θεμελιωδών Δικαιωμάτων),Αρκεί η απλή αναφορά. Παράδειγμα: Άρθρα 122 και 194 της Συνθήκης για τη λειτουργία της ΕΕ (ΣΛΕΕ).,,,,,,,,,,,,,
112,,Κανονισμός,"Αρκεί η απλή αναφορά. Παράδειγμα: Κανονισμός (EE) 2015/478 του Ευρωπαϊκού Κοινοβουλίου και του Συμβουλίου, της 11ης Μαρτίου 2015, περί κοινού καθεστώτος εισαγωγών, ΕΕ L 83, 27.3.2015",,,,,,,,,,,,,
113,,Οδηγία,"Αρκεί η απλή αναφορά. Παράδειγμα: Οδηγία 2010/31/ΕΕ του Ευρωπαϊκού Κοινοβουλίου και του Συμβουλίου, της 19ης Μαΐου 2010, για την ενεργειακή απόδοση των κτιρίων, ΕΕ L 153, 18.6.2010",,,,,,,,,,,,,
114,,Απόφαση,"Αρκεί η απλή αναφορά. Παράδειγμα: Απόφαση (EE) 2020/1573 της Επιτροπής, της 28ης Οκτωβρίου 2020 ",,,,,,,,,,,,,
,,26.Συναφείς διατάξεις διεθνών συνθηκών ή συμφωνιών,"Επιλέγεται με Χ το αντίστοιχο εικονίδιο και αναφέρονται οι συναφείς διατάξεις των εν λόγω κειμένων
",,,,,,,,,,,,,
115,,Ευρωπαϊκή Σύμβαση Δικαιωμάτων του Ανθρώπου,Αρκεί η απλή αναφορά. Παράδειγμα: Άρθρο 8 της Ευρωπαϊκής Σύμβασης των Δικαιωμάτων του Ανθρώπου,,,,,,,,,,,,,
116,,Διεθνείς συμβάσεις,Αρκεί η απλή αναφορά. Παράδειγμα: Άρθρο 4 παρ. 1 περ. (α) της Σύμβασης Πλαίσιο των Ηνωμένων Εθνών για την κλιματική αλλαγή,,,,,,,,,,,,,
,,"27. Συναφής νομολογία των ανωτάτων και άλλων εθνικών δικαστηρίων, καθώς και αποφάσεις των Ανεξάρτητων Αρχών","Επιλέγεται με Χ το αντίστοιχο εικονίδιο και αναγράφονται συναφείς δικαστικές αποφάσεις και αποφάσεις / γνώμες  Ανεξάρτητων Αρχών (συνταγματικά ή μη κατοχυρωμένων), εάν αποτέλεσαν την αιτία για την πρόταση της ρύθμισης",,,,,,,,,,,,,
117,,Ανώτατο ή άλλο εθνικό δικαστήριο ,Αρκεί η απλή αναφορά. Παράδειγμα: ΣτΕ (Γ’ Τμήμα) 407/2010,,,,,,,,,,,,,
118,,"Ανεξάρτητη Αρχή
",Αρκεί η απλή αναφορά. Παράδειγμα: ΑΣΕΠ (Ολομέλεια) 2/2017,,,,,,,,,,,,,
,,28. Συναφής ευρωπαϊκή και διεθνής νομολογία,"Επιλέγεται με Χ το αντίστοιχο εικονίδιο και αναγράφονται συναφείς δικαστικές αποφάσεις, εάν αποτέλεσαν την αιτία για την πρόταση της ρύθμισης",,,,,,,,,,,,,
119,,"Νομολογία Δικαστηρίου Ε.Ε. 
","Αρκεί η απλή αναφορά. Παράδειγμα: Απόφαση του Δικαστηρίου (πρώτο τμήμα) της 5ης Δεκεμβρίου 2019, Ordre des avocats du barreau de Dinant κατά JN",,,,,,,,,,,,,
120,,Νομολογία Ευρωπαϊκού Δικαστηρίου Δικαιωμάτων του Ανθρώπου,Αρκεί η απλή αναφορά. Παράδειγμα: ΕΔΔΑ Petrescu κατά Πορτογαλίας της 3-12-2019 (αρ. προσφυγής 23190/17).,,,,,,,,,,,,,
121,,Άλλα ευρωπαϊκά ή διεθνή δικαστήρια ή διαιτητικά όργανα ,,,,,,,,,,,,,,
,,Ζ. Πίνακας τροποποιούμενων ή καταργούμενων διατάξεων,,,,,,,,,,,,,,
122,,29.Τροποποίηση – αντικατάσταση – συμπλήρωση διατάξεων,"Αναφέρονται οι διατάξεις των οποίων το περιεχόμενο τροποποιείται/αντικαθίσταται ή συμπληρώνεται με την προσθήκη νέου εδαφίου ή παραγράφου
",,,,,,,,,,,,,
,,Διατάξεις αξιολογούμενης ρύθμισης,Παρατίθεται η νέα διατύπωση σύμφωνα με τα προτεινόμενα άρθρα της αξιολογούμενης ρύθμισης,,,,,,,,,,,,,
,,Υφιστάμενες διατάξεις,Παρατίθενται οι διατάξεις των άρθρων που τροποποιούνται / αντικαθίστανται / συμπληρώνονται,,,,,,,,,,,,,
123,,30.Κατάργηση διατάξεων,"Αναφέρονται οι διατάξεις που καταργούνται, χωρίς να αντικαθίστανται από άλλες",,,,,,,,,,,,,
,,Διατάξεις αξιολογούμενης ρύθμισης που προβλέπουν  κατάργηση,Αναγράφονται οι διατάξεις της αξιολογουμενης ρύθμισης που προβλέπουν κατάργηση ,,,,,,,,,,,,,
,,Καταργούμενες διατάξεις,Αναγράφονται οι καταργούμενες διατάξεις  ,,,,,,,,,,,,,
,,Η. Έκθεση εφαρμογής της ρύθμισης,,,,,,,,,,,,,,
124,,31.Συναρμοδιότητα Υπουργείων / υπηρεσιών / φορέων,Αναφέρονται οι διατάξεις που θεσπίζουν συναρμοδιότητα Υπουργείων / υπηρεσιών / φορέων. ,,,,,,,,,,,,,
,,Σχετική διάταξη αξιολογούμενης ρύθμισης,Αρκεί η απλή αναφορά του αριθμού διάταξης,,,,,,,,,,,,,
,,Συναρμόδια Υπουργεία - Συναρμόδιες υπηρεσίες / φορείς,Αρκεί η απλή αναφορά Υπουργείων - Συναρμόδιων υπηρεσιών / φορέων,,,,,,,,,,,,,
,,Αντικείμενο συναρμοδιότητας,Σύντομη εξήγηση,,,,,,,,,,,,,
125,,"32.Έκδοση κανονιστικών πράξεων και εγκυκλίων
","Αναφέρονται τα  προεδρικά διατάγματα, οι υπουργικές αποφάσεις, οι λοιπές κανονιστικές πράξεις και οι τυχόν ερμηνευτικές εγκύκλιοι που πρέπει να εκδοθούν και το εκτιμώμενο χρονοδιάγραμμα έκδοσής τους",,,,,,,,,,,,,
,,Εξουσιοδοτική διάταξη,Αρκεί η απλή αναφορά του αριθμού διάταξης,,,,,,,,,,,,,
,,Είδος πράξης,Αρκεί η απλή αναφορά του είδους πράξης,,,,,,,,,,,,,
,,Αρμόδιο ή επισπεύδον Υπουργείο ή υπηρεσία,Αρκεί η απλή αναφορά του αρμόδιου ή επισπεύδοντος Υπουργείου ή υπηρεσίας ,,,,,,,,,,,,,
,,Αντικείμενο,Σύντομη εξήγηση,,,,,,,,,,,,,
,,Χρονοδιάγραμμα (ενδεικτική ή αποκλειστική προθεσμία),Απαιτείται να επισημαίνεται εάν πρόκειται για αποκλειστική ή ενδεικτική προθεσμία εφόσον προκύπτει στο σχέδιο νόμου,,,,,,,,,,,,,
126,,"33.Ποιες διατάξεις της αξιολογούμενης ρύθμισης προβλέπουν τη σύσταση νέου νομικού προσώπου, ανώνυμης εταιρίας ή δημόσιας υπηρεσίας;",Αναφέρονται τα σχετικά άρθρα της αξιολογούμενης ρύθμισης και περιγράφονται συνοπτικά η φύση και το αντικείμενο του νέου οργάνου. ,,,,,,,,,,,,,
127,,34.Γιατί προτείνεται η σύσταση αυτού του νέου οργάνου και δεν επαρκούν οι υφιστάμενες διοικητικές δομές για να επιτευχθεί ο στόχος της αξιολογούμενης ρύθμισης,,"Τεκμηριώνεται η σχετική ανάγκη και αναδεικνύεται ο σχεδιασμός για την έγκαιρη και αποτελεσματική σύσταση και λειτουργία τους.
Απαιτείται να καταγραφεί, μεταξύ άλλων, ποιος φορέας ή υπηρεσία ασκεί μέχρι σήμερα τις αρμοδιότητες του νέου οργάνου και να εξηγηθεί γιατί η αποτελεσματικότητά του χρήζει βελτίωσης και πώς αυτή επιτυγχάνεται με τη νέα δομή
θα πρέπει να τεκμηριωθεί η σχετική ανάγκη και να αναδειχθεί ο σχεδιασμός για την έγκαιρη και αποτελεσματική σύσταση και λειτουργία τους.
Θα πρέπει να καταγραφεί, μεταξύ άλλων, ποιος φορέας ή υπηρεσία ασκεί μέχρι σήμερα τις αρμοδιότητες του νέου οργάνου και να εξηγηθεί γιατί η αποτελεσματικότητά του χρήζει βελτίωσης και πώς αυτή επιτυγχάνεται με τη νέα δομή
",,,,,,,,,,,,
128,,35.Χρόνος έναρξης λειτουργίας του νέου οργάνου:,"Αναφέρεται ο προβλεπόμενος από τη σχετική διάταξη χρόνος έναρξης λειτουργίας του νέου οργάνου και, εάν δεν προβλέπεται, ο εκτιμώμενος χρόνος έναρξης",,,,,,,,,,,,,
129,,36. Έχει γίνει η σχετική οικονομοτεχνική μελέτη αναφορικά με τη σύσταση του νέου οργάνου,,"Σημειώνεται με Χ το αντίστοιχο εικονίδιο (ναι ή όχι ). Εάν η απάντηση είναι θετική, να επισυναφθεί η μελέτη
",,,,,,,,,,,,
130,,37.Επωνυμία ή ονομασία και νομική μορφή,"Αναγράφονται τα στοιχεία (επωνυμία) και η νομική μορφή του νέου οργάνου. Εάν υπάρχουν και ειδικές διατάξεις για το καθεστώς του οργάνου, απαιτείται σχετική αναφορά",,,,,,,,,,,,,
131,,38.Χώρος λειτουργίας του νέου οργάνου,"Αναφέρονται οι κτιριακές υποδομές στις οποίες θα λειτουργεί το νέο νομικό πρόσωπο. 
Εάν δεν έχουν προβλεφθεί, να αναγραφεί ο τρόπος που θα βρεθούν και ο χώρος προσωρινής στέγασης
",,,,,,,,,,,,,
132,,39.Διασφάλιση επαρκούς υλικοτεχνικού & ηλεκτρονικού εξοπλισμού,Περιγράφεται ο τρόπος με τον οποίο το νέο όργανο θα εξασφαλίσει τον αναγκαίο εξοπλισμό. ,,,,,,,,,,,,,
133,,40.Τρόπος στελέχωσης του νέου οργάνου,"Αναγράφεται ο τρόπος με τον οποίο θα στελεχωθεί το νέο όργανο: 
ορισμός μελών διοίκησης, προσλήψεις προσωπικού, μετατάξεις και αποσπάσεις.
Σε περίπτωση που η διαδικασία στελέχωσης αποτελεί παρέκκλιση, αιτιολογείται ειδικά και εξετάζεται τυχόν συναρμοδιότητα. 
",,,,,,,,,,,,,
